ID_Incident,WaktuKey,LokasiKey,JenisSeranganKey,TimResponKey,DurasiRespon,JumlahDataTerenam,StatusPenanganan
5331,121,1,5,7,357,2561,pending
5332,171,3,3,20,199,8043,selesai
5333,1092,2,6,1,259,1828,selesai
5334,285,3,4,6,268,5630,selesai
5335,535,2,3,11,207,6369,selesai
5336,1072,2,1,20,401,3668,pending
5337,240,3,5,7,430,5443,selesai
5338,915,2,6,10,168,1264,selesai
5339,1079,1,3,17,113,7681,selesai
5340,1068,3,2,5,14,6063,selesai
5341,6,2,4,2,132,109,selesai
5342,709,2,3,19,435,5741,selesai
5343,938,2,1,9,134,5972,selesai
5344,127,1,3,15,385,3520,selesai
5345,311,1,1,19,230,3371,selesai
5346,453,1,3,12,100,8162,selesai
5347,1005,3,4,3,116,9122,selesai
5348,20,1,5,8,446,6949,selesai
5349,870,2,2,9,414,2902,pending
5350,957,3,1,18,51,262,selesai
5351,361,2,5,20,406,3515,selesai
5352,251,1,1,8,136,7725,pending
5353,1063,2,3,12,277,3421,selesai
5354,266,1,1,1,183,7421,selesai
5355,905,2,5,12,144,3510,selesai
5356,556,3,6,9,361,9757,selesai
5357,392,3,1,5,47,163,selesai
5358,271,1,6,11,9,542,selesai
5359,177,2,3,7,462,3814,selesai
5360,659,3,3,14,378,8653,selesai
5361,897,2,2,16,402,4721,selesai
5362,1079,1,5,5,121,5860,pending
5363,741,1,5,6,49,3457,selesai
5364,1080,3,3,11,67,444,selesai
5365,310,3,6,1,109,5091,selesai
5366,904,3,4,4,82,2678,pending
5367,894,3,6,10,118,426,selesai
5368,935,2,3,16,371,9055,selesai
5369,268,3,5,9,124,2494,pending
5370,1031,1,3,11,145,5515,selesai
5371,315,2,4,1,456,5928,selesai
5372,198,2,4,1,150,273,selesai
5373,57,1,1,3,416,5304,selesai
5374,148,3,4,4,230,1627,selesai
5375,189,3,6,11,428,4467,pending
5376,1090,2,5,1,479,3610,selesai
5377,796,3,3,8,288,3354,selesai
5378,813,1,4,3,429,9650,selesai
5379,172,2,2,16,434,8568,selesai
5380,799,1,3,17,239,3887,pending
5381,678,2,1,2,286,9960,selesai
5382,964,1,4,12,397,4535,selesai
5383,1091,1,2,16,228,2719,selesai
5384,427,1,4,3,45,470,selesai
5385,1022,1,1,9,248,3884,selesai
5386,187,1,5,3,275,8548,selesai
5387,585,1,6,16,208,1717,selesai
5388,591,3,5,8,204,4927,selesai
5389,1023,1,2,6,243,855,selesai
5390,99,3,5,2,443,1906,selesai
5391,1031,2,1,7,102,9465,selesai
5392,70,3,3,15,134,8107,selesai
5393,428,3,2,20,52,9430,selesai
5394,382,2,6,12,296,8556,selesai
5395,449,2,3,12,292,8019,selesai
5396,912,1,1,9,459,1466,selesai
5397,12,2,6,1,369,6694,selesai
5398,41,3,4,19,335,8749,pending
5399,443,1,5,5,430,5919,pending
5400,928,2,5,9,22,9352,selesai
5401,480,2,6,15,206,7987,selesai
5402,35,2,6,7,90,262,selesai
5403,757,2,4,2,53,9818,selesai
5404,593,2,5,16,188,412,selesai
5405,682,3,3,3,397,2209,selesai
5406,1017,2,4,18,458,7370,selesai
5407,552,3,3,13,187,3842,selesai
5408,669,2,4,18,432,7779,selesai
5409,7,1,1,16,459,8826,selesai
5410,781,3,4,5,77,5711,selesai
5411,431,3,6,5,37,1937,selesai
5412,466,1,4,8,120,7176,selesai
5413,934,3,2,14,68,7259,selesai
5414,995,2,5,11,85,3698,selesai
5415,1087,1,6,15,370,1483,selesai
5416,604,3,3,7,125,5235,selesai
5417,1032,1,4,8,94,5266,selesai
5418,243,3,4,8,91,7491,selesai
5419,755,2,3,15,409,5836,selesai
5420,1033,2,4,16,281,6284,pending
5421,487,3,6,15,411,7021,selesai
5422,199,2,2,2,264,4355,selesai
5423,396,2,6,4,377,9336,pending
5424,119,3,2,3,115,7762,pending
5425,469,2,4,16,207,2914,selesai
5426,47,3,4,11,360,3469,pending
5427,1060,3,4,15,48,7243,pending
5428,766,2,4,5,46,2281,pending
5429,626,1,1,18,353,4664,selesai
5430,1066,2,6,9,487,7277,selesai
5431,730,2,5,5,373,5508,selesai
5432,305,2,6,13,72,6419,selesai
5433,817,1,4,5,256,8404,selesai
5434,1076,2,4,7,399,8246,selesai
5435,534,2,3,16,104,3733,selesai
5436,785,1,1,20,167,9378,selesai
5437,276,2,3,10,187,3479,pending
5438,553,2,2,2,441,2363,selesai
5439,224,2,4,3,113,5686,selesai
5440,391,1,1,19,357,143,selesai
5441,265,2,4,5,49,4229,selesai
5442,1023,3,1,6,408,8126,selesai
5443,922,2,3,6,453,9695,selesai
5444,233,1,1,4,259,3914,pending
5445,7,3,1,19,206,4374,selesai
5446,944,1,2,9,168,6894,selesai
5447,481,3,6,11,130,7863,selesai
5448,213,1,3,11,29,4507,selesai
5449,161,1,6,2,265,2554,selesai
5450,142,2,6,9,328,6031,selesai
5451,818,2,3,12,92,9836,pending
5452,220,1,6,20,491,6040,selesai
5453,942,2,3,3,313,7083,selesai
5454,505,2,3,17,142,9921,selesai
5455,671,3,4,3,204,1975,selesai
5456,985,1,5,2,53,6528,selesai
5457,433,2,6,8,390,9134,selesai
5458,368,3,6,16,389,5641,pending
5459,867,3,5,12,203,4499,selesai
5460,727,2,4,4,17,5964,pending
5461,576,2,5,20,50,358,pending
5462,215,2,5,12,79,2033,selesai
5463,570,3,1,2,244,2405,selesai
5464,517,3,6,3,152,8847,selesai
5465,973,3,5,10,419,9817,selesai
5466,154,1,2,7,370,6500,selesai
5467,368,2,1,18,42,215,selesai
5468,483,1,4,16,433,7117,selesai
5469,343,1,2,16,247,7647,selesai
5470,242,3,5,15,132,5006,selesai
5471,107,2,3,5,98,7563,selesai
5472,638,1,6,14,75,3438,selesai
5473,778,2,4,20,204,5194,selesai
5474,455,1,6,20,354,3579,selesai
5475,249,2,1,5,159,7216,selesai
5476,812,2,1,8,127,5781,selesai
5477,530,3,2,2,385,9168,selesai
5478,888,1,3,12,458,9142,selesai
5479,627,3,1,20,377,9554,selesai
5480,827,1,1,13,99,1614,pending
5481,483,2,1,15,242,5563,selesai
5482,865,2,6,19,166,462,selesai
5483,1021,2,2,18,412,57,selesai
5484,56,1,1,5,432,5777,selesai
5485,145,1,3,3,361,371,selesai
5486,89,3,2,15,479,9694,selesai
5487,686,2,4,18,366,2520,selesai
5488,283,3,5,2,168,2734,selesai
5489,855,2,3,1,95,5562,pending
5490,921,3,5,18,43,3630,selesai
5491,130,2,6,20,129,6617,selesai
5492,503,2,5,15,208,3156,selesai
5493,1003,2,1,6,481,6668,selesai
5494,638,3,4,10,299,2901,selesai
5495,380,1,6,1,474,3766,selesai
5496,512,2,5,9,220,5665,selesai
5497,593,3,1,6,114,8911,selesai
5498,1070,2,3,9,306,1635,selesai
5499,126,1,3,17,251,1569,pending
5500,370,1,1,11,488,9270,selesai
5501,182,2,2,4,336,5135,selesai
5502,686,2,4,12,219,6586,pending
5503,715,3,6,6,271,6399,pending
5504,827,2,5,17,460,1680,selesai
5505,890,3,1,10,19,9678,selesai
5506,846,1,5,3,277,5066,selesai
5507,532,3,4,7,193,3638,selesai
5508,127,1,6,11,195,5454,selesai
5509,800,3,4,18,453,1276,selesai
5510,809,2,6,5,159,6959,selesai
5511,69,3,2,9,452,3990,selesai
5512,579,2,3,14,499,3353,selesai
5513,504,2,2,10,238,9578,selesai
5514,119,2,6,10,146,2235,selesai
5515,1075,2,5,10,258,2559,selesai
5516,504,1,1,8,406,3752,selesai
5517,1083,1,2,16,287,3038,pending
5518,1095,1,6,6,6,3044,selesai
5519,500,2,6,15,144,8343,selesai
5520,925,1,1,9,24,1504,selesai
5521,145,2,4,13,343,5585,pending
5522,1003,3,6,5,204,7170,selesai
5523,25,2,6,12,188,2467,selesai
5524,450,3,2,16,28,9721,selesai
5525,579,1,4,13,425,7830,pending
5526,1033,2,5,3,367,7556,selesai
5527,104,3,1,10,228,8757,selesai
5528,14,1,3,11,7,3397,selesai
5529,366,2,6,14,132,6404,selesai
5530,665,1,1,2,274,7796,selesai
5531,638,1,5,19,170,2360,selesai
5532,272,3,2,9,43,5548,selesai
5533,913,3,6,7,489,6383,selesai
5534,570,1,3,4,470,957,selesai
5535,92,3,2,20,318,2849,selesai
5536,785,2,5,20,51,9040,selesai
5537,684,3,2,5,10,8591,selesai
5538,16,1,1,4,144,7380,pending
5539,277,1,2,8,234,4844,pending
5540,781,3,1,2,265,8340,selesai
5541,544,2,3,17,172,4659,selesai
5542,976,1,3,2,181,8728,selesai
5543,944,3,2,8,275,1046,selesai
5544,871,3,3,16,270,7564,selesai
5545,21,1,6,14,246,486,selesai
5546,673,1,2,16,164,8810,selesai
5547,959,1,2,7,16,9021,pending
5548,103,2,3,11,156,2742,selesai
5549,438,2,2,12,116,5354,selesai
5550,271,3,1,5,359,8506,pending
5551,936,1,5,9,240,4163,selesai
5552,83,1,6,20,370,5005,selesai
5553,907,1,5,18,467,7484,selesai
5554,1095,2,1,15,309,5659,selesai
5555,943,1,2,11,291,962,selesai
5556,624,2,4,1,225,1608,pending
5557,1073,1,1,7,107,6355,selesai
5558,231,3,3,20,471,3044,selesai
5559,360,3,6,16,129,1693,selesai
5560,115,1,6,20,69,7218,selesai
5561,814,3,2,4,493,8453,selesai
5562,733,1,5,3,78,6969,selesai
5563,619,1,1,13,25,2645,pending
5564,418,1,6,16,111,3702,selesai
5565,526,1,3,20,461,1832,selesai
5566,112,3,1,5,402,766,selesai
5567,420,1,4,17,239,8224,selesai
5568,584,1,5,6,153,9740,selesai
5569,550,1,2,2,316,5675,selesai
5570,887,3,4,11,252,9722,selesai
5571,405,2,3,6,499,5645,pending
5572,114,1,5,20,298,2922,selesai
5573,8,2,3,11,30,620,selesai
5574,345,1,2,7,192,9270,selesai
5575,547,3,6,11,181,1676,selesai
5576,716,1,2,14,66,4075,selesai
5577,625,3,2,10,24,3508,selesai
5578,1036,3,6,6,310,2768,selesai
5579,180,2,5,13,453,5425,pending
5580,968,2,5,20,149,7278,selesai
5581,357,2,3,10,23,6158,selesai
5582,30,1,5,11,435,2711,selesai
5583,110,3,1,19,354,4536,pending
5584,58,3,2,7,112,1127,selesai
5585,617,3,3,3,376,9463,selesai
5586,632,1,5,12,480,9333,selesai
5587,911,1,6,5,230,2179,selesai
5588,183,1,1,13,490,6659,selesai
5589,470,1,3,17,72,8112,selesai
5590,912,2,4,16,295,7460,selesai
5591,730,1,3,18,393,7959,selesai
5592,108,3,3,11,451,5266,pending
5593,44,3,6,2,191,5183,selesai
5594,928,3,2,7,160,7965,selesai
5595,745,3,4,19,33,5923,selesai
5596,500,2,6,4,124,1054,selesai
5597,270,1,3,12,117,8986,selesai
5598,944,2,2,6,226,4987,selesai
5599,131,3,4,15,80,121,selesai
5600,163,1,4,11,331,7379,selesai
5601,493,2,4,8,183,6366,selesai
5602,817,3,6,6,21,6395,selesai
5603,147,2,1,18,332,2343,selesai
5604,657,2,1,6,480,4246,selesai
5605,369,1,3,5,354,4315,selesai
5606,1090,1,6,1,410,7993,selesai
5607,933,2,6,15,74,1512,selesai
5608,417,1,6,11,411,1576,selesai
5609,952,1,1,19,183,3814,selesai
5610,125,2,1,17,283,9994,selesai
5611,1041,2,6,16,23,8087,selesai
5612,45,3,4,11,248,8664,selesai
5613,984,3,2,19,403,9898,selesai
5614,439,3,4,3,408,7980,pending
5615,464,2,4,15,226,2152,selesai
5616,851,3,6,6,152,9981,selesai
5617,894,2,5,2,168,9403,selesai
5618,457,1,1,5,65,626,selesai
5619,474,2,4,8,224,506,selesai
5620,884,3,2,7,202,5621,selesai
5621,592,3,2,19,234,5386,selesai
5622,993,2,6,3,409,4497,pending
5623,777,2,3,7,385,9948,selesai
5624,266,3,3,8,55,4353,selesai
5625,216,3,4,7,292,273,selesai
5626,107,2,5,13,320,6540,selesai
5627,377,2,1,5,220,1029,selesai
5628,980,3,3,8,311,9982,selesai
5629,769,2,5,5,20,303,selesai
5630,8,3,1,13,78,6641,selesai
5631,62,3,3,16,143,8065,selesai
5632,745,1,2,8,156,5089,selesai
5633,825,2,1,17,30,1772,selesai
5634,883,1,6,7,485,7351,selesai
5635,625,3,4,1,333,4945,selesai
5636,241,3,2,1,233,8054,selesai
5637,768,2,3,20,169,4760,selesai
5638,351,2,5,9,235,5664,selesai
5639,933,3,2,5,248,1564,selesai
5640,606,3,5,14,494,7047,selesai
5641,59,2,4,4,107,1848,selesai
5642,657,3,1,14,407,9502,pending
5643,221,2,3,8,94,9689,selesai
5644,1073,2,2,4,296,7713,selesai
5645,962,1,3,20,466,1322,selesai
5646,127,1,4,1,128,4382,selesai
5647,61,2,1,3,242,5797,selesai
5648,403,3,3,20,351,8627,selesai
5649,437,1,2,19,279,346,selesai
5650,932,1,6,15,172,1227,selesai
5651,384,2,2,14,400,7425,selesai
5652,430,1,5,10,489,3359,selesai
5653,858,1,3,14,419,7630,selesai
5654,227,3,3,11,183,8594,selesai
5655,843,3,4,12,28,712,selesai
5656,871,2,5,18,194,8527,selesai
5657,594,2,5,17,366,3572,selesai
5658,656,1,5,1,15,9507,selesai
5659,800,1,6,11,447,2408,selesai
5660,442,1,2,9,272,8037,selesai
5661,403,1,3,13,124,2823,selesai
5662,286,1,2,2,467,81,pending
5663,709,2,6,6,88,1683,selesai
5664,322,2,6,4,242,4367,selesai
5665,895,3,6,1,114,6665,pending
5666,166,1,4,12,426,9495,selesai
5667,472,3,2,16,227,7140,selesai
5668,646,3,3,5,181,425,selesai
5669,698,3,1,19,324,8823,selesai
5670,256,1,2,12,40,1047,selesai
5671,637,3,5,5,412,3096,selesai
5672,901,3,1,8,461,2882,selesai
5673,700,3,6,15,282,2299,selesai
5674,416,2,5,15,369,4548,selesai
5675,341,1,6,12,190,9850,selesai
5676,311,3,1,16,63,3261,selesai
5677,285,1,1,2,224,5707,pending
5678,286,1,3,12,87,5739,selesai
5679,488,3,4,18,69,4291,selesai
5680,316,2,2,18,147,9300,selesai
5681,441,3,3,20,27,3798,selesai
5682,905,3,2,14,482,4063,pending
5683,216,1,2,11,416,7981,selesai
5684,404,1,2,12,114,89,selesai
5685,387,1,2,16,234,9368,selesai
5686,342,3,3,8,278,4786,selesai
5687,789,1,1,13,242,617,selesai
5688,625,1,4,13,202,5349,selesai
5689,218,3,6,20,365,5741,selesai
5690,145,2,3,8,43,5055,selesai
5691,1030,2,3,14,479,686,pending
5692,37,2,1,18,391,7843,pending
5693,813,2,1,15,390,6906,pending
5694,65,1,3,4,171,5321,selesai
5695,271,3,1,9,30,3361,selesai
5696,284,3,5,7,224,6378,pending
5697,655,3,4,20,313,9760,selesai
5698,569,2,3,5,265,2972,selesai
5699,291,2,1,4,168,2808,selesai
5700,734,1,6,3,498,9871,selesai
5701,1072,2,6,11,65,4552,selesai
5702,967,3,5,11,333,1996,selesai
5703,1034,2,1,19,190,4798,selesai
5704,142,3,6,17,319,2248,selesai
5705,656,2,2,8,484,6630,selesai
5706,970,3,4,3,285,1270,selesai
5707,803,2,4,3,194,5940,selesai
5708,418,2,2,6,460,6380,selesai
5709,639,2,3,4,320,1729,selesai
5710,948,2,3,4,107,2395,selesai
5711,732,2,3,9,491,5117,selesai
5712,364,2,6,18,454,6293,selesai
5713,820,3,3,3,359,24,pending
5714,1007,2,2,15,338,7074,selesai
5715,689,1,5,17,453,9239,selesai
5716,1059,1,5,16,144,7981,pending
5717,821,1,6,13,468,5077,pending
5718,50,2,6,20,5,3313,selesai
5719,740,3,6,6,107,2195,pending
5720,572,1,1,10,300,3909,selesai
5721,839,1,6,17,111,8953,selesai
5722,1006,2,2,11,430,1767,selesai
5723,330,2,4,19,19,801,selesai
5724,973,3,6,17,290,2107,selesai
5725,1054,1,6,20,250,63,selesai
5726,562,1,5,2,470,7146,selesai
5727,528,2,4,6,59,2367,selesai
5728,532,3,3,2,158,6105,selesai
5729,173,3,5,14,176,7297,selesai
5730,587,1,5,10,61,7212,pending
5731,281,2,6,19,215,8746,selesai
5732,817,3,2,14,291,5367,selesai
5733,408,2,2,1,203,5580,selesai
5734,550,1,2,12,308,8395,pending
5735,845,3,3,13,340,6024,selesai
5736,767,1,6,2,17,1868,pending
5737,151,1,2,10,460,5927,selesai
5738,370,2,6,3,484,1504,pending
5739,398,2,1,1,50,2374,selesai
5740,783,1,5,1,125,637,selesai
5741,404,2,4,17,27,349,selesai
5742,815,3,4,13,314,4888,selesai
5743,223,2,4,4,22,5728,selesai
5744,613,3,4,2,61,5396,selesai
5745,960,2,4,17,285,6619,selesai
5746,303,3,4,19,165,3882,pending
5747,603,1,5,19,430,117,selesai
5748,527,3,3,19,125,7425,selesai
5749,939,3,1,15,344,8726,selesai
5750,476,2,6,15,221,6042,selesai
5751,661,1,6,18,256,1298,selesai
5752,306,3,2,16,188,4826,pending
5753,218,3,6,18,114,1259,selesai
5754,17,1,2,11,194,2089,pending
5755,613,1,1,5,455,4320,selesai
5756,101,2,3,18,483,1803,selesai
5757,905,2,3,18,300,8136,pending
5758,546,1,6,11,219,854,pending
5759,428,2,3,19,352,819,selesai
5760,328,2,1,5,50,4039,selesai
5761,481,2,2,2,402,8764,selesai
5762,153,1,1,3,174,6993,selesai
5763,441,3,2,18,379,4655,selesai
5764,925,2,3,13,279,9052,selesai
5765,85,3,1,16,231,5962,pending
5766,1050,2,6,14,169,6014,selesai
5767,999,2,3,16,107,2666,selesai
5768,5,2,4,3,222,3978,selesai
5769,347,3,3,13,292,6563,selesai
5770,922,2,1,5,303,5107,selesai
5771,639,3,3,11,234,5217,selesai
5772,35,2,1,2,202,3570,selesai
5773,1043,2,2,6,469,1597,selesai
5774,509,2,2,12,487,701,selesai
5775,966,2,3,17,409,1704,selesai
5776,714,2,6,8,237,7352,selesai
5777,719,1,5,2,466,2718,selesai
5778,997,2,4,4,309,8463,selesai
5779,348,3,1,3,497,8991,pending
5780,318,2,6,15,360,7243,selesai
5781,7,2,4,15,29,7601,selesai
5782,455,3,5,1,303,4405,pending
5783,678,3,6,9,411,3433,selesai
5784,1040,3,4,10,484,3635,selesai
5785,87,2,3,1,399,5360,selesai
5786,931,3,3,6,190,43,selesai
5787,395,1,1,13,195,6960,selesai
5788,491,1,6,4,411,6602,selesai
5789,403,3,1,1,235,7448,selesai
5790,21,1,4,10,169,6806,pending
5791,910,2,2,13,338,2152,pending
5792,845,2,1,20,87,9749,selesai
5793,983,3,4,10,323,1254,selesai
5794,241,1,4,17,36,3043,selesai
5795,107,3,2,13,184,5791,selesai
5796,909,3,4,2,290,6637,selesai
5797,519,3,3,4,18,9720,selesai
5798,883,2,6,9,200,3382,pending
5799,966,1,2,17,23,3786,selesai
5800,1093,2,3,14,197,2469,selesai
5801,286,3,4,1,251,3013,selesai
5802,854,3,1,17,99,922,selesai
5803,896,1,4,9,8,7621,selesai
5804,408,1,4,3,199,3393,selesai
5805,619,1,1,6,332,1494,selesai
5806,652,3,6,4,248,738,selesai
5807,1087,3,5,18,211,5781,selesai
5808,681,2,6,12,21,5404,pending
5809,28,3,6,15,198,5517,selesai
5810,159,3,6,18,341,2239,selesai
5811,823,2,1,2,118,1081,selesai
5812,774,1,1,1,488,337,selesai
5813,115,3,6,20,297,9073,pending
5814,1089,3,5,11,330,3940,pending
5815,337,3,4,13,383,152,selesai
5816,757,3,6,15,396,4649,pending
5817,703,1,5,13,98,4940,selesai
5818,263,1,2,2,393,936,selesai
5819,136,3,4,6,135,5954,selesai
5820,193,2,6,16,269,2832,selesai
5821,182,1,1,9,148,5772,selesai
5822,585,2,5,18,225,8675,selesai
5823,377,1,4,14,39,6149,selesai
5824,1023,2,4,7,495,7832,pending
5825,140,3,6,12,196,1423,selesai
5826,897,1,4,10,45,9489,selesai
5827,690,1,2,17,209,4223,selesai
5828,1079,1,6,2,451,1949,selesai
5829,242,1,3,6,396,6709,pending
5830,1076,2,6,3,403,9919,selesai
5831,480,3,1,17,423,3300,selesai
5832,559,2,2,9,266,4487,selesai
5833,874,3,2,3,140,2491,selesai
5834,666,2,4,20,264,3923,selesai
5835,1094,3,3,14,472,8011,selesai
5836,1071,1,6,9,69,1930,selesai
5837,434,2,6,18,298,2061,selesai
5838,37,2,1,2,288,7880,selesai
5839,744,2,2,10,97,8852,selesai
5840,922,2,4,20,271,5882,selesai
5841,205,3,3,19,488,9045,selesai
5842,131,3,1,13,228,6233,selesai
5843,822,2,5,13,335,4680,selesai
5844,621,3,3,10,363,2288,selesai
5845,1011,1,4,10,494,2537,selesai
5846,633,2,6,14,260,7185,selesai
5847,1085,1,6,7,343,7749,selesai
5848,1068,2,2,5,203,7391,pending
5849,72,3,2,20,393,1257,selesai
5850,589,3,6,10,61,1825,pending
5851,856,3,6,15,300,2298,selesai
5852,1053,2,6,7,364,2916,selesai
5853,972,3,1,5,10,4608,selesai
5854,41,3,2,19,329,5258,selesai
5855,182,1,3,6,253,8173,selesai
5856,594,3,2,5,347,8247,pending
5857,324,1,5,2,467,3910,selesai
5858,465,2,2,3,471,8817,selesai
5859,915,3,5,8,338,2447,pending
5860,197,2,5,19,313,2857,selesai
5861,522,2,1,18,187,4383,selesai
5862,676,3,4,1,352,3916,selesai
5863,468,3,6,19,320,1144,selesai
5864,216,3,1,17,63,9451,selesai
5865,26,3,3,15,346,6835,pending
5866,302,2,3,14,275,9647,selesai
5867,190,1,2,10,413,5669,selesai
5868,750,2,4,10,282,2927,selesai
5869,754,2,4,20,23,3951,selesai
5870,170,3,2,5,374,3858,selesai
5871,527,3,6,19,93,8027,selesai
5872,538,3,2,17,348,6211,selesai
5873,265,3,3,18,276,4592,selesai
5874,919,3,3,4,486,700,selesai
5875,925,1,2,2,68,5419,selesai
5876,963,1,4,14,99,5466,selesai
5877,954,2,2,12,301,4105,selesai
5878,553,3,1,11,255,1449,selesai
5879,668,2,5,6,450,6023,selesai
5880,684,2,1,18,479,7964,pending
5881,850,2,6,1,85,9596,selesai
5882,13,1,3,17,212,7762,selesai
5883,172,3,5,11,138,3403,selesai
5884,1084,3,3,20,33,5564,selesai
5885,628,3,4,3,367,9017,selesai
5886,622,1,2,7,36,3336,pending
5887,266,3,4,15,412,4043,selesai
5888,566,3,3,16,47,5883,selesai
5889,859,3,4,19,444,2786,selesai
5890,569,3,4,14,151,6133,selesai
5891,659,1,6,11,178,7680,selesai
5892,589,1,1,11,309,8810,selesai
5893,760,1,2,6,106,9699,selesai
5894,501,3,5,8,56,6096,selesai
5895,669,2,5,4,99,2607,selesai
5896,679,3,4,9,158,856,pending
5897,483,2,5,15,391,1019,selesai
5898,923,2,6,12,77,6181,selesai
5899,15,1,6,16,430,1559,selesai
5900,161,1,4,4,326,3496,selesai
5901,433,3,3,6,176,1336,selesai
5902,608,1,2,3,430,7684,selesai
5903,301,1,2,18,416,7296,selesai
5904,235,3,6,9,48,904,selesai
5905,714,1,4,14,31,9208,selesai
5906,16,2,4,15,68,444,selesai
5907,235,2,5,14,401,4078,selesai
5908,263,2,1,1,25,5283,selesai
5909,992,1,5,14,267,1678,selesai
5910,873,1,1,7,434,7797,selesai
5911,132,2,2,8,227,5578,selesai
5912,293,1,1,13,318,9164,selesai
5913,1062,3,6,17,346,1490,selesai
5914,4,1,2,18,328,2671,selesai
5915,102,3,3,8,418,1241,selesai
5916,824,2,4,18,399,2108,selesai
5917,927,3,3,12,469,6266,selesai
5918,319,3,2,13,326,5162,selesai
5919,904,2,3,4,426,2845,selesai
5920,287,1,6,6,77,113,selesai
5921,518,2,4,20,8,7186,selesai
5922,842,3,5,9,62,1032,selesai
5923,494,3,1,10,60,4058,selesai
5924,314,3,5,16,141,2827,selesai
5925,705,2,6,16,25,3414,selesai
5926,368,1,4,6,41,5107,pending
5927,222,2,3,20,156,3549,selesai
5928,1016,1,4,13,248,3080,selesai
5929,651,1,1,20,459,3677,selesai
5930,486,1,6,15,278,4621,selesai
5931,4,3,5,5,415,5165,selesai
5932,868,2,2,17,254,9279,selesai
5933,374,2,2,1,184,4812,selesai
5934,313,3,5,17,128,6652,selesai
5935,332,2,1,20,278,6200,selesai
5936,550,2,2,11,24,9562,selesai
5937,31,1,6,17,143,4724,selesai
5938,265,2,6,16,477,4612,selesai
5939,726,3,2,6,260,5164,selesai
5940,77,2,1,6,51,6090,selesai
5941,1063,2,4,17,252,7948,selesai
5942,152,3,3,9,461,7135,selesai
5943,533,3,4,6,426,6532,pending
5944,739,1,3,17,474,9945,pending
5945,581,2,5,6,265,4044,selesai
5946,422,1,2,20,196,6558,selesai
5947,402,1,1,18,199,1690,selesai
5948,977,2,5,13,409,5493,selesai
5949,951,2,6,8,141,3982,pending
5950,658,1,5,20,403,9261,selesai
5951,212,1,3,7,27,6808,selesai
5952,337,2,4,17,142,3793,selesai
5953,213,1,4,13,149,9898,selesai
5954,7,2,6,12,312,6076,selesai
5955,428,1,5,5,212,464,pending
5956,544,2,4,1,208,7969,selesai
5957,567,3,6,9,243,838,selesai
5958,490,1,6,16,490,4604,selesai
5959,488,3,5,5,171,143,selesai
5960,1008,2,1,12,268,7535,selesai
5961,382,3,5,8,470,4011,pending
5962,416,3,3,16,41,9450,selesai
5963,722,3,4,1,471,3702,selesai
5964,220,2,4,10,265,6103,selesai
5965,129,2,2,6,252,616,selesai
5966,213,1,1,5,76,9647,selesai
5967,14,3,1,2,294,9279,selesai
5968,349,2,3,19,248,1838,selesai
5969,566,3,5,3,138,4213,selesai
5970,555,2,6,6,242,7962,pending
5971,729,2,6,14,132,3020,pending
5972,680,2,5,16,426,156,selesai
5973,9,3,5,10,327,8315,selesai
5974,293,3,5,18,452,156,selesai
5975,1039,1,4,19,357,3847,selesai
5976,819,3,3,11,176,5508,selesai
5977,100,2,3,14,247,9499,selesai
5978,585,1,3,11,408,6022,selesai
5979,649,1,5,5,211,507,selesai
5980,445,2,6,1,84,8944,selesai
5981,343,1,3,14,271,4277,selesai
5982,337,1,2,5,177,2282,selesai
5983,585,2,6,12,217,7183,selesai
5984,591,2,6,6,23,7950,selesai
5985,126,3,6,11,491,9867,pending
5986,754,2,3,7,45,8143,selesai
5987,862,3,2,14,449,5774,selesai
5988,911,3,5,10,224,4693,selesai
5989,707,2,3,11,418,7659,pending
5990,91,2,3,4,185,8669,selesai
5991,1010,3,6,15,243,1049,selesai
5992,642,2,4,17,263,9336,selesai
5993,1042,2,6,7,332,6446,selesai
5994,567,1,1,2,75,4055,selesai
5995,79,2,6,10,245,4855,selesai
5996,575,3,6,17,214,4796,pending
5997,932,2,5,5,362,1316,selesai
5998,998,3,5,16,53,3786,selesai
5999,102,2,3,14,289,6873,selesai
6000,837,2,1,10,420,6436,selesai
6001,324,3,4,11,280,8740,selesai
6002,941,1,3,16,423,4250,selesai
6003,531,2,1,12,424,5294,selesai
6004,947,2,2,9,455,2729,pending
6005,597,1,2,14,396,2386,selesai
6006,99,3,5,5,128,8937,selesai
6007,721,2,4,2,211,2327,selesai
6008,1005,2,5,4,314,4389,pending
6009,1064,1,4,14,115,9010,selesai
6010,241,2,1,11,267,9821,selesai
6011,144,3,2,2,90,4619,selesai
6012,161,2,4,5,384,7015,pending
6013,966,3,2,9,300,3455,pending
6014,414,3,4,20,343,5086,selesai
6015,207,1,6,10,462,6461,selesai
6016,266,2,6,6,153,176,pending
6017,861,2,4,17,240,3539,selesai
6018,768,3,3,4,274,6557,selesai
6019,344,3,3,2,377,6777,selesai
6020,661,3,5,3,467,9528,selesai
6021,482,3,6,8,342,74,selesai
6022,332,3,1,4,314,5720,selesai
6023,959,1,1,6,385,2527,selesai
6024,388,3,4,6,379,5658,pending
6025,720,2,4,4,165,6780,selesai
6026,685,3,6,17,255,3299,selesai
6027,1069,1,6,13,496,7762,selesai
6028,441,3,5,18,138,8585,pending
6029,982,3,4,9,258,4367,selesai
6030,240,1,4,20,407,2918,selesai
6031,334,2,6,6,424,2356,selesai
